Gnss DateTime (Local Time), Northing(m), Easting(m), Height MSL(m),Vertical Accuracy(m)
27/01/2026 04:25:04 PM (UTC+1030),6278872.244,492458.17,39.943,0.114
27/01/2026 04:25:05 PM (UTC+1030),6278872.099,492457.091,39.911,0.112
27/01/2026 04:25:06 PM (UTC+1030),6278871.937,492456.008,39.915,0.114
27/01/2026 04:25:07 PM (UTC+1030),6278871.761,492454.848,39.807,0.117
27/01/2026 04:25:08 PM (UTC+1030),6278871.584,492453.702,39.75,0.117
27/01/2026 04:25:09 PM (UTC+1030),6278871.3,492452.647,39.744,0.114
27/01/2026 04:25:10 PM (UTC+1030),6278871.087,492451.619,39.649,0.114
27/01/2026 04:25:11 PM (UTC+1030),6278870.887,492450.517,39.644,0.114
27/01/2026 04:25:12 PM (UTC+1030),6278870.669,492449.348,39.63,0.114
27/01/2026 04:25:13 PM (UTC+1030),6278870.453,492448.237,39.57,0.112
27/01/2026 04:25:14 PM (UTC+1030),6278870.303,492447.112,39.515,0.112
27/01/2026 04:25:15 PM (UTC+1030),6278870.104,492446.036,39.509,0.112
27/01/2026 04:25:16 PM (UTC+1030),6278869.871,492444.919,39.417,0.114
27/01/2026 04:25:17 PM (UTC+1030),6278869.621,492443.814,39.41,0.114
27/01/2026 04:25:18 PM (UTC+1030),6278869.34,492442.737,39.415,0.115
27/01/2026 04:25:19 PM (UTC+1030),6278869.064,492441.673,39.345,0.112
27/01/2026 04:25:20 PM (UTC+1030),6278868.794,492440.578,39.317,0.114
27/01/2026 04:25:21 PM (UTC+1030),6278868.568,492439.5,39.307,0.117
27/01/2026 04:25:22 PM (UTC+1030),6278868.338,492438.449,39.219,0.117
27/01/2026 04:25:23 PM (UTC+1030),6278868.084,492437.304,39.26,0.117
27/01/2026 04:25:24 PM (UTC+1030),6278867.922,492436.275,39.204,0.114
27/01/2026 04:25:25 PM (UTC+1030),6278867.785,492435.183,39.179,0.114
27/01/2026 04:25:26 PM (UTC+1030),6278867.542,492434.119,39.171,0.115
27/01/2026 04:25:27 PM (UTC+1030),6278867.191,492433.102,39.1,0.115
27/01/2026 04:25:28 PM (UTC+1030),6278866.891,492432.076,39.122,0.117
27/01/2026 04:25:29 PM (UTC+1030),6278866.728,492431.054,39.027,0.114
27/01/2026 04:25:30 PM (UTC+1030),6278866.6,492429.996,39.031,0.114
27/01/2026 04:25:31 PM (UTC+1030),6278866.359,492429.012,38.987,0.115
27/01/2026 04:25:32 PM (UTC+1030),6278866.079,492427.98,38.99,0.117
27/01/2026 04:25:33 PM (UTC+1030),6278865.859,492426.922,38.957,0.115
27/01/2026 04:25:34 PM (UTC+1030),6278865.622,492425.827,38.91,0.115
27/01/2026 04:25:35 PM (UTC+1030),6278865.378,492424.785,38.934,0.114
27/01/2026 04:25:36 PM (UTC+1030),6278865.145,492423.775,38.862,0.117
27/01/2026 04:25:37 PM (UTC+1030),6278864.854,492422.726,38.877,0.117
27/01/2026 04:25:38 PM (UTC+1030),6278864.537,492421.608,38.794,0.117
27/01/2026 04:25:39 PM (UTC+1030),6278864.308,492420.537,38.756,0.114
27/01/2026 04:25:40 PM (UTC+1030),6278863.976,492419.511,38.751,0.114
27/01/2026 04:25:41 PM (UTC+1030),6278863.587,492418.503,38.704,0.115
27/01/2026 04:25:42 PM (UTC+1030),6278863.289,492417.448,38.707,0.115
27/01/2026 04:25:43 PM (UTC+1030),6278863.114,492416.37,38.638,0.114
27/01/2026 04:25:44 PM (UTC+1030),6278862.908,492415.289,38.617,0.114
27/01/2026 04:25:45 PM (UTC+1030),6278862.663,492414.184,38.633,0.112
27/01/2026 04:25:46 PM (UTC+1030),6278862.453,492413.043,38.59,0.114
27/01/2026 04:25:47 PM (UTC+1030),6278862.143,492411.966,38.485,0.114
27/01/2026 04:25:48 PM (UTC+1030),6278861.852,492410.893,38.501,0.114
27/01/2026 04:25:49 PM (UTC+1030),6278861.647,492409.849,38.467,0.114
27/01/2026 04:25:50 PM (UTC+1030),6278861.454,492408.821,38.385,0.11
27/01/2026 04:25:51 PM (UTC+1030),6278861.144,492407.871,38.41,0.112
27/01/2026 04:25:52 PM (UTC+1030),6278860.896,492406.819,38.319,0.114
27/01/2026 04:25:53 PM (UTC+1030),6278860.657,492405.838,38.302,0.114
27/01/2026 04:25:54 PM (UTC+1030),6278860.464,492404.796,38.305,0.114
27/01/2026 04:25:55 PM (UTC+1030),6278860.232,492403.791,38.219,0.114
27/01/2026 04:25:56 PM (UTC+1030),6278860.046,492402.825,38.238,0.114
27/01/2026 04:25:57 PM (UTC+1030),6278859.846,492401.854,38.195,0.114
27/01/2026 04:25:58 PM (UTC+1030),6278859.621,492400.838,38.139,0.114
27/01/2026 04:25:59 PM (UTC+1030),6278859.351,492399.967,38.145,0.11
27/01/2026 04:26:00 PM (UTC+1030),6278859.007,492398.959,38.125,0.11
27/01/2026 04:26:01 PM (UTC+1030),6278858.767,492397.889,38.063,0.112
27/01/2026 04:26:02 PM (UTC+1030),6278858.612,492396.858,38.061,0.112
27/01/2026 04:26:03 PM (UTC+1030),6278858.517,492395.781,38.013,0.112
27/01/2026 04:26:04 PM (UTC+1030),6278858.339,492394.695,37.935,0.112
27/01/2026 04:26:05 PM (UTC+1030),6278858.052,492393.677,37.925,0.108
27/01/2026 04:26:06 PM (UTC+1030),6278857.72,492392.653,37.925,0.11
27/01/2026 04:26:07 PM (UTC+1030),6278857.458,492391.637,37.817,0.11
27/01/2026 04:26:08 PM (UTC+1030),6278857.239,492390.532,37.815,0.11
27/01/2026 04:26:09 PM (UTC+1030),6278856.971,492389.408,37.772,0.108
27/01/2026 04:26:10 PM (UTC+1030),6278856.741,492388.352,37.705,0.108
27/01/2026 04:26:11 PM (UTC+1030),6278856.456,492387.336,37.677,0.11
27/01/2026 04:26:12 PM (UTC+1030),6278856.269,492386.265,37.674,0.11
27/01/2026 04:26:13 PM (UTC+1030),6278856.125,492385.199,37.567,0.11
27/01/2026 04:26:14 PM (UTC+1030),6278855.954,492383.964,37.519,0.11
27/01/2026 04:26:15 PM (UTC+1030),6278855.732,492382.773,37.486,0.11
27/01/2026 04:26:16 PM (UTC+1030),6278855.526,492381.617,37.405,0.112
27/01/2026 04:26:17 PM (UTC+1030),6278855.214,492380.536,37.322,0.11
27/01/2026 04:26:18 PM (UTC+1030),6278854.884,492379.458,37.31,0.11
27/01/2026 04:26:19 PM (UTC+1030),6278854.557,492378.478,37.267,0.11
27/01/2026 04:26:20 PM (UTC+1030),6278854.435,492377.395,37.18,0.11
27/01/2026 04:26:21 PM (UTC+1030),6278854.228,492376.253,37.145,0.114
27/01/2026 04:26:22 PM (UTC+1030),6278853.973,492375.132,37.109,0.112
27/01/2026 04:26:23 PM (UTC+1030),6278853.657,492374.128,37.041,0.112
27/01/2026 04:26:24 PM (UTC+1030),6278853.37,492373.093,37.015,0.112
27/01/2026 04:26:25 PM (UTC+1030),6278853.047,492372.048,36.992,0.11
27/01/2026 04:26:26 PM (UTC+1030),6278852.65,492371.077,36.915,0.114
27/01/2026 04:26:27 PM (UTC+1030),6278852.419,492370.109,36.926,0.114
27/01/2026 04:26:28 PM (UTC+1030),6278852.217,492369.031,36.863,0.114
27/01/2026 04:26:29 PM (UTC+1030),6278851.962,492367.954,36.792,0.114
27/01/2026 04:26:30 PM (UTC+1030),6278851.748,492366.863,36.792,0.112
27/01/2026 04:26:31 PM (UTC+1030),6278851.538,492365.779,36.74,0.114
27/01/2026 04:26:32 PM (UTC+1030),6278851.318,492364.688,36.65,0.114
27/01/2026 04:26:33 PM (UTC+1030),6278851.091,492363.543,36.595,0.114
27/01/2026 04:26:34 PM (UTC+1030),6278850.827,492362.483,36.591,0.114
27/01/2026 04:26:35 PM (UTC+1030),6278850.68,492361.479,36.532,0.114
27/01/2026 04:26:36 PM (UTC+1030),6278850.498,492360.463,36.472,0.112
27/01/2026 04:26:37 PM (UTC+1030),6278850.217,492359.404,36.49,0.11
27/01/2026 04:26:38 PM (UTC+1030),6278850.03,492358.366,36.409,0.11
27/01/2026 04:26:39 PM (UTC+1030),6278849.747,492357.333,36.389,0.112
27/01/2026 04:26:40 PM (UTC+1030),6278849.467,492356.254,36.364,0.108
27/01/2026 04:26:41 PM (UTC+1030),6278849.311,492355.131,36.275,0.11
27/01/2026 04:26:42 PM (UTC+1030),6278849.106,492354.128,36.25,0.11
27/01/2026 04:26:43 PM (UTC+1030),6278848.848,492353.013,36.249,0.112
27/01/2026 04:26:44 PM (UTC+1030),6278848.619,492351.977,36.164,0.108
27/01/2026 04:26:45 PM (UTC+1030),6278848.459,492350.878,36.14,0.11
27/01/2026 04:26:46 PM (UTC+1030),6278848.275,492349.863,36.115,0.112
27/01/2026 04:26:47 PM (UTC+1030),6278847.982,492348.868,36.055,0.112
27/01/2026 04:26:48 PM (UTC+1030),6278847.637,492347.9,36.059,0.112
27/01/2026 04:26:49 PM (UTC+1030),6278847.314,492346.898,36.015,0.112
27/01/2026 04:26:50 PM (UTC+1030),6278847.056,492345.843,35.935,0.11
27/01/2026 04:26:51 PM (UTC+1030),6278846.795,492344.793,35.944,0.112
27/01/2026 04:26:52 PM (UTC+1030),6278846.51,492343.778,35.857,0.112
27/01/2026 04:26:53 PM (UTC+1030),6278846.147,492342.726,35.835,0.114
27/01/2026 04:26:54 PM (UTC+1030),6278845.926,492341.631,35.803,0.11
27/01/2026 04:26:55 PM (UTC+1030),6278845.806,492340.576,35.722,0.112
27/01/2026 04:26:56 PM (UTC+1030),6278845.652,492339.578,35.714,0.114
27/01/2026 04:26:57 PM (UTC+1030),6278845.351,492338.589,35.697,0.114
27/01/2026 04:26:58 PM (UTC+1030),6278844.967,492337.669,35.634,0.114
27/01/2026 04:26:59 PM (UTC+1030),6278844.706,492336.67,35.65,0.11
27/01/2026 04:27:00 PM (UTC+1030),6278844.469,492335.643,35.618,0.112
27/01/2026 04:27:01 PM (UTC+1030),6278844.333,492334.586,35.548,0.112
27/01/2026 04:27:02 PM (UTC+1030),6278844.203,492333.503,35.56,0.112
27/01/2026 04:27:03 PM (UTC+1030),6278844.007,492332.445,35.474,0.112
27/01/2026 04:27:04 PM (UTC+1030),6278843.779,492331.42,35.478,0.112
27/01/2026 04:27:05 PM (UTC+1030),6278843.617,492330.483,35.429,0.112
27/01/2026 04:27:06 PM (UTC+1030),6278843.572,492329.392,35.397,0.112
27/01/2026 04:27:07 PM (UTC+1030),6278843.352,492328.295,35.391,0.11
27/01/2026 04:27:08 PM (UTC+1030),6278843.079,492327.242,35.302,0.11
27/01/2026 04:27:09 PM (UTC+1030),6278842.811,492326.286,35.325,0.11
27/01/2026 04:27:10 PM (UTC+1030),6278842.632,492325.415,35.299,0.11
27/01/2026 04:27:11 PM (UTC+1030),6278842.375,492324.439,35.284,0.112
27/01/2026 04:27:12 PM (UTC+1030),6278842,492323.467,35.238,0.112
27/01/2026 04:27:13 PM (UTC+1030),6278841.643,492322.563,35.197,0.112
27/01/2026 04:27:14 PM (UTC+1030),6278841.476,492321.507,35.203,0.114
27/01/2026 04:27:15 PM (UTC+1030),6278841.295,492320.512,35.134,0.11
27/01/2026 04:27:16 PM (UTC+1030),6278841.127,492319.522,35.138,0.114
27/01/2026 04:27:17 PM (UTC+1030),6278840.88,492318.475,35.088,0.114
27/01/2026 04:27:18 PM (UTC+1030),6278840.599,492317.387,35.013,0.112
27/01/2026 04:27:19 PM (UTC+1030),6278840.37,492316.317,35,0.11
27/01/2026 04:27:20 PM (UTC+1030),6278840.06,492315.24,35.016,0.112
27/01/2026 04:27:21 PM (UTC+1030),6278839.759,492314.223,34.934,0.112
27/01/2026 04:27:22 PM (UTC+1030),6278839.601,492313.187,34.922,0.114
27/01/2026 04:27:23 PM (UTC+1030),6278839.453,492312.132,34.912,0.112
27/01/2026 04:27:24 PM (UTC+1030),6278839.16,492311.129,34.846,0.112
27/01/2026 04:27:25 PM (UTC+1030),6278838.913,492310.081,34.834,0.112
27/01/2026 04:27:26 PM (UTC+1030),6278838.585,492309.054,34.832,0.115
27/01/2026 04:27:27 PM (UTC+1030),6278838.492,492307.955,34.727,0.114
27/01/2026 04:27:28 PM (UTC+1030),6278838.406,492306.724,34.707,0.115
27/01/2026 04:27:29 PM (UTC+1030),6278838.116,492305.642,34.732,0.112
27/01/2026 04:27:30 PM (UTC+1030),6278837.891,492304.566,34.644,0.114
27/01/2026 04:27:31 PM (UTC+1030),6278837.705,492303.42,34.647,0.115
27/01/2026 04:27:32 PM (UTC+1030),6278837.559,492302.351,34.665,0.115
27/01/2026 04:27:33 PM (UTC+1030),6278837.278,492301.373,34.608,0.115
27/01/2026 04:27:34 PM (UTC+1030),6278837.004,492300.498,34.585,0.117
27/01/2026 04:27:35 PM (UTC+1030),6278836.738,492299.636,34.561,0.117
27/01/2026 04:27:36 PM (UTC+1030),6278836.405,492298.714,34.546,0.115
27/01/2026 04:27:37 PM (UTC+1030),6278836.257,492297.712,34.547,0.115
27/01/2026 04:27:38 PM (UTC+1030),6278836.126,492296.668,34.481,0.115
27/01/2026 04:27:39 PM (UTC+1030),6278835.788,492295.541,34.471,0.112
27/01/2026 04:27:40 PM (UTC+1030),6278835.623,492294.5,34.481,0.112
27/01/2026 04:27:41 PM (UTC+1030),6278835.486,492293.519,34.458,0.115
27/01/2026 04:27:42 PM (UTC+1030),6278835.171,492292.536,34.456,0.115
27/01/2026 04:27:43 PM (UTC+1030),6278834.874,492291.528,34.457,0.115
27/01/2026 04:27:44 PM (UTC+1030),6278834.66,492290.523,34.389,0.114
27/01/2026 04:27:45 PM (UTC+1030),6278834.537,492289.524,34.397,0.115
27/01/2026 04:27:46 PM (UTC+1030),6278834.134,492288.512,34.386,0.115
27/01/2026 04:27:47 PM (UTC+1030),6278833.879,492287.561,34.347,0.114
27/01/2026 04:27:48 PM (UTC+1030),6278833.721,492286.519,34.372,0.114
27/01/2026 04:27:49 PM (UTC+1030),6278833.554,492285.533,34.358,0.114
27/01/2026 04:27:50 PM (UTC+1030),6278833.301,492284.438,34.297,0.112
27/01/2026 04:27:51 PM (UTC+1030),6278833.14,492283.42,34.278,0.114
27/01/2026 04:27:52 PM (UTC+1030),6278832.964,492282.403,34.306,0.114
27/01/2026 04:27:53 PM (UTC+1030),6278832.738,492281.384,34.244,0.114
27/01/2026 04:27:54 PM (UTC+1030),6278832.543,492280.476,34.24,0.114
27/01/2026 04:27:55 PM (UTC+1030),6278832.283,492279.53,34.26,0.114
27/01/2026 04:27:56 PM (UTC+1030),6278832,492278.564,34.201,0.114
27/01/2026 04:27:57 PM (UTC+1030),6278831.817,492277.611,34.223,0.115
27/01/2026 04:27:58 PM (UTC+1030),6278831.588,492276.671,34.207,0.114
27/01/2026 04:27:59 PM (UTC+1030),6278831.203,492275.728,34.174,0.11
27/01/2026 04:28:00 PM (UTC+1030),6278831.023,492274.729,34.195,0.112
27/01/2026 04:28:01 PM (UTC+1030),6278830.89,492273.701,34.167,0.115
27/01/2026 04:28:02 PM (UTC+1030),6278830.6,492272.705,34.133,0.114
27/01/2026 04:28:03 PM (UTC+1030),6278830.197,492271.866,34.163,0.114
27/01/2026 04:28:04 PM (UTC+1030),6278830.028,492270.89,34.114,0.115
27/01/2026 04:28:05 PM (UTC+1030),6278829.764,492269.91,34.137,0.112
27/01/2026 04:28:06 PM (UTC+1030),6278829.685,492268.86,34.133,0.115
27/01/2026 04:28:07 PM (UTC+1030),6278829.571,492267.83,34.083,0.115
27/01/2026 04:28:08 PM (UTC+1030),6278829.371,492266.868,34.093,0.115
27/01/2026 04:28:09 PM (UTC+1030),6278829.056,492265.972,34.122,0.114
27/01/2026 04:28:10 PM (UTC+1030),6278828.777,492264.957,34.068,0.114
27/01/2026 04:28:11 PM (UTC+1030),6278828.598,492263.987,34.101,0.115
27/01/2026 04:28:12 PM (UTC+1030),6278828.488,492262.977,34.117,0.115
27/01/2026 04:28:13 PM (UTC+1030),6278828.327,492261.963,34.06,0.115
27/01/2026 04:28:14 PM (UTC+1030),6278828.161,492260.97,34.084,0.115
27/01/2026 04:28:15 PM (UTC+1030),6278827.849,492260.054,34.018,0.114
27/01/2026 04:28:16 PM (UTC+1030),6278827.593,492259.011,34.057,0.115
27/01/2026 04:28:17 PM (UTC+1030),6278827.407,492257.956,34.031,0.117
27/01/2026 04:28:18 PM (UTC+1030),6278827.266,492256.947,34.016,0.114
27/01/2026 04:28:19 PM (UTC+1030),6278827.078,492255.914,34.028,0.11
27/01/2026 04:28:20 PM (UTC+1030),6278826.855,492254.912,34.01,0.11
27/01/2026 04:28:21 PM (UTC+1030),6278826.712,492253.878,34.02,0.112
27/01/2026 04:28:22 PM (UTC+1030),6278826.647,492252.925,33.954,0.112
27/01/2026 04:28:23 PM (UTC+1030),6278826.603,492251.871,33.943,0.112
27/01/2026 04:28:24 PM (UTC+1030),6278826.391,492250.883,33.962,0.112
27/01/2026 04:28:25 PM (UTC+1030),6278826.083,492249.987,33.923,0.108
27/01/2026 04:28:26 PM (UTC+1030),6278825.815,492248.95,33.956,0.112
27/01/2026 04:28:27 PM (UTC+1030),6278825.645,492247.913,33.899,0.11
27/01/2026 04:28:28 PM (UTC+1030),6278825.477,492246.896,33.89,0.11
27/01/2026 04:28:29 PM (UTC+1030),6278825.25,492245.924,33.87,0.108
27/01/2026 04:28:30 PM (UTC+1030),6278825.026,492244.929,33.822,0.11
27/01/2026 04:28:31 PM (UTC+1030),6278824.934,492243.884,33.853,0.11
27/01/2026 04:28:32 PM (UTC+1030),6278824.825,492242.883,33.791,0.11
27/01/2026 04:28:33 PM (UTC+1030),6278824.726,492241.859,33.812,0.108
27/01/2026 04:28:34 PM (UTC+1030),6278824.459,492240.905,33.806,0.11
27/01/2026 04:28:35 PM (UTC+1030),6278824.223,492239.925,33.801,0.11
27/01/2026 04:28:36 PM (UTC+1030),6278824.089,492238.919,33.817,0.111
27/01/2026 04:28:37 PM (UTC+1030),6278823.951,492237.891,33.759,0.11
27/01/2026 04:28:38 PM (UTC+1030),6278823.796,492236.981,33.8,0.11
27/01/2026 04:28:39 PM (UTC+1030),6278823.517,492236.099,33.747,0.108
27/01/2026 04:28:40 PM (UTC+1030),6278823.344,492235.27,33.788,0.108
27/01/2026 04:28:41 PM (UTC+1030),6278823.233,492234.302,33.719,0.111
27/01/2026 04:28:42 PM (UTC+1030),6278823.12,492233.361,33.746,0.111
27/01/2026 04:28:43 PM (UTC+1030),6278822.953,492232.421,33.699,0.111
27/01/2026 04:28:44 PM (UTC+1030),6278822.702,492231.464,33.74,0.111
27/01/2026 04:28:45 PM (UTC+1030),6278822.536,492230.478,33.706,0.108
27/01/2026 04:28:46 PM (UTC+1030),6278822.429,492229.502,33.725,0.11
27/01/2026 04:28:47 PM (UTC+1030),6278822.248,492228.496,33.727,0.11
27/01/2026 04:28:48 PM (UTC+1030),6278822.014,492227.605,33.716,0.11
27/01/2026 04:28:49 PM (UTC+1030),6278821.857,492226.671,33.731,0.11
27/01/2026 04:28:50 PM (UTC+1030),6278821.709,492225.724,33.703,0.108
27/01/2026 04:28:51 PM (UTC+1030),6278821.472,492224.841,33.739,0.11
27/01/2026 04:28:52 PM (UTC+1030),6278821.34,492223.814,33.698,0.108
27/01/2026 04:28:53 PM (UTC+1030),6278821.182,492222.88,33.734,0.11
27/01/2026 04:28:54 PM (UTC+1030),6278821.065,492221.965,33.706,0.11
27/01/2026 04:28:55 PM (UTC+1030),6278820.957,492221.149,33.727,0.108
27/01/2026 04:28:56 PM (UTC+1030),6278820.638,492220.304,33.703,0.11
27/01/2026 04:28:57 PM (UTC+1030),6278820.233,492219.398,33.719,0.11
27/01/2026 04:28:58 PM (UTC+1030),6278820.038,492218.425,33.725,0.11
27/01/2026 04:28:59 PM (UTC+1030),6278819.982,492217.484,33.708,0.112
27/01/2026 04:29:00 PM (UTC+1030),6278819.844,492216.488,33.749,0.108
27/01/2026 04:29:01 PM (UTC+1030),6278819.673,492215.544,33.703,0.112
27/01/2026 04:29:02 PM (UTC+1030),6278819.494,492214.587,33.745,0.108
27/01/2026 04:29:03 PM (UTC+1030),6278819.328,492213.603,33.691,0.108
27/01/2026 04:29:04 PM (UTC+1030),6278819.152,492212.609,33.73,0.112
27/01/2026 04:29:05 PM (UTC+1030),6278818.909,492211.701,33.716,0.112
27/01/2026 04:29:06 PM (UTC+1030),6278818.744,492210.715,33.757,0.114
27/01/2026 04:29:07 PM (UTC+1030),6278818.609,492209.696,33.78,0.114
27/01/2026 04:29:08 PM (UTC+1030),6278818.345,492208.689,33.703,0.114
27/01/2026 04:29:09 PM (UTC+1030),6278818.13,492207.812,33.784,0.114
27/01/2026 04:29:10 PM (UTC+1030),6278817.827,492206.822,33.736,0.114
27/01/2026 04:29:11 PM (UTC+1030),6278817.543,492205.897,33.779,0.116
27/01/2026 04:29:12 PM (UTC+1030),6278817.367,492204.925,33.798,0.116
27/01/2026 04:29:13 PM (UTC+1030),6278817.238,492203.912,33.764,0.115
27/01/2026 04:29:14 PM (UTC+1030),6278816.97,492202.946,33.801,0.115
27/01/2026 04:29:15 PM (UTC+1030),6278816.796,492201.983,33.747,0.114
27/01/2026 04:29:16 PM (UTC+1030),6278816.545,492201.068,33.79,0.115
27/01/2026 04:29:17 PM (UTC+1030),6278816.338,492200.023,33.777,0.11
27/01/2026 04:29:18 PM (UTC+1030),6278816.147,492199.009,33.759,0.112
27/01/2026 04:29:19 PM (UTC+1030),6278815.872,492198.033,33.742,0.11
27/01/2026 04:29:20 PM (UTC+1030),6278815.653,492197.002,33.7,0.108
27/01/2026 04:29:21 PM (UTC+1030),6278815.426,492196.055,33.704,0.11
27/01/2026 04:29:22 PM (UTC+1030),6278815.228,492194.993,33.709,0.11
27/01/2026 04:29:23 PM (UTC+1030),6278815.038,492193.977,33.642,0.11
27/01/2026 04:29:24 PM (UTC+1030),6278814.895,492192.924,33.668,0.107
27/01/2026 04:29:25 PM (UTC+1030),6278814.688,492191.982,33.612,0.107
27/01/2026 04:29:26 PM (UTC+1030),6278814.404,492191.012,33.611,0.109
27/01/2026 04:29:27 PM (UTC+1030),6278814.113,492190.072,33.609,0.11
27/01/2026 04:29:28 PM (UTC+1030),6278813.957,492189.038,33.54,0.112
27/01/2026 04:29:29 PM (UTC+1030),6278813.656,492188.07,33.555,0.107
27/01/2026 04:29:30 PM (UTC+1030),6278813.411,492187.084,33.48,0.107
27/01/2026 04:29:31 PM (UTC+1030),6278813.144,492186.07,33.461,0.11
27/01/2026 04:29:32 PM (UTC+1030),6278812.839,492185.093,33.467,0.11
27/01/2026 04:29:33 PM (UTC+1030),6278812.553,492184.178,33.403,0.11
27/01/2026 04:29:34 PM (UTC+1030),6278812.337,492183.221,33.403,0.11
27/01/2026 04:29:35 PM (UTC+1030),6278812.142,492182.176,33.395,0.11
27/01/2026 04:29:36 PM (UTC+1030),6278812.041,492181.079,33.329,0.107
27/01/2026 04:29:37 PM (UTC+1030),6278811.716,492180.046,33.283,0.107
27/01/2026 04:29:38 PM (UTC+1030),6278811.396,492178.991,33.269,0.107
27/01/2026 04:29:39 PM (UTC+1030),6278811.14,492177.892,33.23,0.105
27/01/2026 04:29:40 PM (UTC+1030),6278810.905,492176.768,33.153,0.105
27/01/2026 04:29:41 PM (UTC+1030),6278810.792,492175.716,33.162,0.105
27/01/2026 04:29:42 PM (UTC+1030),6278810.571,492174.641,33.155,0.105
27/01/2026 04:29:43 PM (UTC+1030),6278810.278,492173.586,33.086,0.105
27/01/2026 04:29:44 PM (UTC+1030),6278809.998,492172.576,33.092,0.102
27/01/2026 04:29:45 PM (UTC+1030),6278809.743,492171.584,33.118,0.102
27/01/2026 04:29:46 PM (UTC+1030),6278809.599,492170.619,33.061,0.104
27/01/2026 04:29:47 PM (UTC+1030),6278809.503,492169.558,33.102,0.102
27/01/2026 04:29:48 PM (UTC+1030),6278809.357,492168.574,33.066,0.102
27/01/2026 04:29:49 PM (UTC+1030),6278809.01,492167.661,33.058,0.102
27/01/2026 04:29:50 PM (UTC+1030),6278808.766,492166.699,33.093,0.102
27/01/2026 04:29:51 PM (UTC+1030),6278808.468,492165.744,33.023,0.104
27/01/2026 04:29:52 PM (UTC+1030),6278808.218,492164.752,33.078,0.104
27/01/2026 04:29:53 PM (UTC+1030),6278808.096,492163.76,33.06,0.104
27/01/2026 04:29:54 PM (UTC+1030),6278808.002,492162.758,33.01,0.106
27/01/2026 04:29:55 PM (UTC+1030),6278807.822,492161.697,33.057,0.106
27/01/2026 04:29:56 PM (UTC+1030),6278807.611,492160.642,32.998,0.106
27/01/2026 04:29:57 PM (UTC+1030),6278807.46,492159.65,33.013,0.106
27/01/2026 04:29:58 PM (UTC+1030),6278807.259,492158.633,33.015,0.106
27/01/2026 04:29:59 PM (UTC+1030),6278807.079,492157.665,33.001,0.104
27/01/2026 04:30:00 PM (UTC+1030),6278806.931,492156.613,33.046,0.106
27/01/2026 04:30:01 PM (UTC+1030),6278806.751,492155.599,32.976,0.107
27/01/2026 04:30:02 PM (UTC+1030),6278806.606,492154.652,33.005,0.107
27/01/2026 04:30:03 PM (UTC+1030),6278806.516,492153.604,33.017,0.107
27/01/2026 04:30:04 PM (UTC+1030),6278806.288,492152.625,32.979,0.107
27/01/2026 04:30:05 PM (UTC+1030),6278806.128,492151.625,32.998,0.106
27/01/2026 04:30:06 PM (UTC+1030),6278805.82,492150.628,32.989,0.107
27/01/2026 04:30:07 PM (UTC+1030),6278805.581,492149.615,32.982,0.107
27/01/2026 04:30:08 PM (UTC+1030),6278805.388,492148.565,33.039,0.107
27/01/2026 04:30:09 PM (UTC+1030),6278805.066,492147.614,32.984,0.106
27/01/2026 04:30:10 PM (UTC+1030),6278804.861,492146.647,33.042,0.106
27/01/2026 04:30:11 PM (UTC+1030),6278804.774,492145.56,32.996,0.107
27/01/2026 04:30:12 PM (UTC+1030),6278804.667,492144.489,33.006,0.106
27/01/2026 04:30:13 PM (UTC+1030),6278804.395,492143.5,33.052,0.104
27/01/2026 04:30:14 PM (UTC+1030),6278804.023,492142.48,33.004,0.104
27/01/2026 04:30:15 PM (UTC+1030),6278803.62,492141.523,33.066,0.104
27/01/2026 04:30:16 PM (UTC+1030),6278803.374,492140.5,33.063,0.106
27/01/2026 04:30:17 PM (UTC+1030),6278803.231,492139.452,33.025,0.106
27/01/2026 04:30:18 PM (UTC+1030),6278803.088,492138.383,33.069,0.104
27/01/2026 04:30:19 PM (UTC+1030),6278802.995,492137.374,33.008,0.102
27/01/2026 04:30:20 PM (UTC+1030),6278802.839,492136.287,33.027,0.102
27/01/2026 04:30:21 PM (UTC+1030),6278802.669,492135.221,33.025,0.102
27/01/2026 04:30:22 PM (UTC+1030),6278802.399,492134.202,32.982,0.102
27/01/2026 04:30:23 PM (UTC+1030),6278802.114,492133.158,33.021,0.102
27/01/2026 04:30:24 PM (UTC+1030),6278801.882,492132.153,32.997,0.102
27/01/2026 04:30:25 PM (UTC+1030),6278801.553,492131.155,32.997,0.102
27/01/2026 04:30:26 PM (UTC+1030),6278801.274,492130.093,33.026,0.104
27/01/2026 04:30:27 PM (UTC+1030),6278801.087,492129.075,32.967,0.104
27/01/2026 04:30:28 PM (UTC+1030),6278800.821,492128.071,33.024,0.104
27/01/2026 04:30:29 PM (UTC+1030),6278800.485,492127.063,32.993,0.1
27/01/2026 04:30:30 PM (UTC+1030),6278800.171,492126.02,32.998,0.1
27/01/2026 04:30:31 PM (UTC+1030),6278799.941,492124.941,33.033,0.102
27/01/2026 04:30:32 PM (UTC+1030),6278799.691,492123.893,32.975,0.102
27/01/2026 04:30:33 PM (UTC+1030),6278799.466,492122.855,33.022,0.104
27/01/2026 04:30:34 PM (UTC+1030),6278799.287,492121.795,32.996,0.102
27/01/2026 04:30:35 PM (UTC+1030),6278799.034,492120.837,32.998,0.104
